dataset,ecfp,fcfp,topo,ap,maccs
../data/JCIM_59_1269\Carbonic,0.7617487736871482,0.7992305429126947,0.7145582787773141,0.7217471961052995,0.7570865086831025
../data/JCIM_59_1269\Carbonic,0.8058010111408127,0.8043657981042673,0.7549881906575742,0.7703873545681359,0.8346049736277108
../data/JCIM_59_1269\Carbonic,0.7578947248781587,0.7926439913913824,0.754617103651916,0.7019437970613864,0.8039837294521517
../data/JCIM_59_1269\Carbonic,0.7119983931984757,0.7712201464639292,0.6671539378053455,0.7017701817516036,0.723149432552465
../data/JCIM_59_1269\Carbonic,0.7702486480284967,0.799673116606195,0.7247929535451514,0.7602909613111598,0.8255826584202097
../data/JCIM_59_1269\Carbonic,0.7673296858575624,0.7980315223800105,0.7487722348427122,0.6233263590619075,0.764000778303837
../data/JCIM_59_1269\Caspase,0.7767196510918997,0.7703100625092165,0.7959673627144024,0.7925484252056415,0.7574037441172755
../data/JCIM_59_1269\Caspase,0.823817879230656,0.8253407890957636,0.8237707348656552,0.8007880842871102,0.7921183140008887
../data/JCIM_59_1269\Caspase,0.8160640206472385,0.83630480936678,0.8117101979674377,0.7674631270507617,0.7707914615802341
../data/JCIM_59_1269\Caspase,0.8141842927229683,0.7605174429344479,0.8288666258928143,0.7539500317689231,0.732826248032219
../data/JCIM_59_1269\Caspase,0.8451216635741938,0.8443526814261728,0.8301817500938595,0.819147992254257,0.8296489188824641
../data/JCIM_59_1269\Caspase,0.8066477134092946,0.8018073847387748,0.8079373477697033,0.7359643746077204,0.7552016775390518
../data/JCIM_59_1269\Caspase,0.7950865095476829,0.7876703202662831,0.8182319781357421,0.791435079647381,0.7474220758740884
../data/JCIM_59_1269\Caspase,0.7974384712418611,0.7783881576462239,0.7915089200747331,0.7494932366470859,0.7294892156541182
../data/JCIM_59_1269\Caspase,0.8152583192854194,0.8153379241949482,0.8247723787446456,0.8061724376313602,0.7406561084998745
../data/JCIM_59_1269\Caspase,0.8169772978325779,0.7751310909425324,0.7845060749683737,0.782376634092067,0.7558957791085072
../data/JCIM_59_1269\Coagulation,0.49363365738610476,0.5691236612466924,0.5653645369149367,0.4740904306598346,0.5382497567884021
../data/JCIM_59_1269\Coagulation,0.5145403411593428,0.579384184748825,0.5661722655671836,0.5054294917090927,0.5340702339301753
../data/JCIM_59_1269\Coagulation,0.5068240071362942,0.5434871521859537,0.5610731785382348,0.483062078541182,0.48516120690593856
../data/JCIM_59_1269\Coagulation,0.4984627888619978,0.5052626784263179,0.5358311272581048,0.4541195142553377,0.49732704045967824
../data/JCIM_59_1269\Coagulation,0.5191031631983942,0.5236662235661296,0.4774059689956135,0.4676573596609711,0.44601303253331304
../data/JCIM_59_1269\Coagulation,0.45579016386946625,0.5738844516118127,0.5280413815172709,0.4863531289951568,0.43735542709312747
../data/JCIM_59_1269\Coagulation,0.5547786768220039,0.5769469884231454,0.5572476616842743,0.45326864140087186,0.5486235758510125
../data/JCIM_59_1269\Coagulation,0.5822593053769889,0.666381137754897,0.5820663331368878,0.5166678057255674,0.4895084344404952
../data/JCIM_59_1269\Coagulation,0.552418500415588,0.5782912237673061,0.5630130882594533,0.5662472634326194,0.5588528334147295
../data/JCIM_59_1269\Coagulation,0.4174521167952654,0.43131630374016094,0.4349296259592599,0.45584172465603323,0.4390710867137123
../data/JCIM_59_1269\COX-1,0.3658223933687067,0.3400663888752983,0.34296743236789007,0.40011504470938186,0.3102141319986217
../data/JCIM_59_1269\COX-1,0.3130146958841701,0.3553088460859517,0.3769735197815981,0.34009892121484586,0.29983981637550006
../data/JCIM_59_1269\COX-1,0.23128811924812365,0.23352860684776322,0.2155018787602846,0.2955858683708398,0.18704738495210216
../data/JCIM_59_1269\COX-1,0.39555173733704363,0.3988907867217999,0.4287949390811667,0.3849619725165099,0.3475278709406111
../data/JCIM_59_1269\COX-1,0.3074449964118181,0.367492499619015,0.31830646531175744,0.35309866231621856,0.2894564401956471
../data/JCIM_59_1269\COX-1,0.42048498362821185,0.3832034267606774,0.3499863152562104,0.3259190352860216,0.3336593105832236
../data/JCIM_59_1269\COX-1,0.3328117326652902,0.40105529301705245,0.37712695035993526,0.42416073361916373,0.3346096878866742
../data/JCIM_59_1269\COX-1,0.2923800087640477,0.3154493492650309,0.3711082647984485,0.25658428736663597,0.2832027761926935
../data/JCIM_59_1269\COX-1,0.12865470392997513,0.18943606502365107,0.1485324630523127,0.21535481008089674,0.17847158899260696
../data/JCIM_59_1269\COX-1,0.3271551167541302,0.3894735186257944,0.2889204183145545,0.34044553699318436,0.300605402054006
../data/JCIM_59_1269\COX-2,0.583471958565427,0.6034201563263627,0.5557934956760726,0.5571918600484655,0.5962249350710075
../data/JCIM_59_1269\COX-2,0.4957743004818065,0.5184072273440836,0.4743006496844252,0.4541370710830168,0.5213389762922316
../data/JCIM_59_1269\COX-2,0.5788627814963576,0.5689295904733238,0.5496009298396902,0.5767496185905975,0.5823396101794887
../data/JCIM_59_1269\COX-2,0.5332855597414236,0.6055731886362096,0.5098445868722296,0.5751931368413873,0.5553785114995824
../data/JCIM_59_1269\COX-2,0.5327751337692977,0.5495467934479255,0.48750932803346325,0.492291976663482,0.5198915971240675
../data/JCIM_59_1269\COX-2,0.5171729942923863,0.5262232262193144,0.47820201564454157,0.5116938927576782,0.4915547538883134
../data/JCIM_59_1269\COX-2,0.44265317165475704,0.47788084884595294,0.38627718872354966,0.39983288639880876,0.4674757020408953
../data/JCIM_59_1269\COX-2,0.5542744438901284,0.5702649449624813,0.5575598311213872,0.5204993535492881,0.5495955720882258
../data/JCIM_59_1269\COX-2,0.4682949730666761,0.5402622246479502,0.5051930326779703,0.5059462792200078,0.512482184629167
../data/JCIM_59_1269\COX-2,0.6042639478720766,0.6427924576128583,0.6079775717842173,0.5711953048339784,0.5834363405165697
../data/JCIM_59_1269\Dihydrofolate,0.5709336879885226,0.6282926707507761,0.48738449950222573,0.6598784988269766,0.41403978891121185
../data/JCIM_59_1269\Dihydrofolate,0.4991246220691634,0.4971384937063522,0.4410315285736486,0.33608483631400954,0.3309777440529251
../data/JCIM_59_1269\Dihydrofolate,0.3510257682323702,0.4260605651263859,0.34946551928805714,0.38423410964614135,0.32178273397909474
../data/JCIM_59_1269\Dihydrofolate,0.4473056559526781,0.41550814496173305,0.38783737895697024,0.4263853842766737,0.39996190044648794
../data/JCIM_59_1269\Dihydrofolate,0.5395586098350762,0.5610933725637175,0.578507098865785,0.5413147684405892,0.31386861311176295
../data/JCIM_59_1269\Dihydrofolate,0.5345584722251135,0.6020761372230952,0.5175024595830093,0.548791789032427,0.4421459214613077
../data/JCIM_59_1269\Dihydrofolate,0.46177174340148586,0.3967160083425818,0.4537019432416901,0.30565888706954136,0.33717207986170006
../data/JCIM_59_1269\Dihydrofolate,0.43196323416416105,0.5007890339344004,0.3904406717911375,0.44166645781033653,0.24290248902879585
../data/JCIM_59_1269\Dihydrofolate,0.46475934867585633,0.30752172219828755,0.3818252099915346,0.4527644322516121,0.30934756198145796
../data/JCIM_59_1269\Dihydrofolate,0.6190471023513391,0.5422750833637793,0.5057170523390107,0.5280213640220823,0.34986329811765426
../data/JCIM_59_1269\Dopamine,0.3973618391831656,0.15190553498683257,0.37761749038171843,0.35858710997383814,0.14511323040293234
../data/JCIM_59_1269\Dopamine,0.44213285541978853,0.46519101760171755,0.30506114033101683,0.3809502976168335,0.36335131692966194
../data/JCIM_59_1269\Dopamine,0.41729599919075266,0.40649096099535487,0.3437151543104906,0.44892365992965166,0.2886962855173273
../data/JCIM_59_1269\Dopamine,0.35811643140022364,0.33614522707175387,0.36920563230499037,0.3946978530759785,0.2373750450639679
../data/JCIM_59_1269\Dopamine,0.4766705550223347,0.4975429738613162,0.4494370590507095,0.523161817437908,0.329503449042142
../data/JCIM_59_1269\Dopamine,0.44523884466807395,0.34367403464379387,0.4333059138220031,0.41549915865855924,0.38408110323996947
../data/JCIM_59_1269\Dopamine,0.6210883995193083,0.6219494624502218,0.521737129986574,0.6716004906364595,0.4868897027909862
../data/JCIM_59_1269\Dopamine,0.5092913989572793,0.45819990701611846,0.5614627605202503,0.5169326778097054,0.37407393063756966
../data/JCIM_59_1269\Dopamine,0.5044405653269863,0.47836814236608727,0.37917896209472,0.4195877250939075,0.29318425893755085
../data/JCIM_59_1269\Dopamine,0.6077518966102182,0.5543876352439733,0.5785410746606998,0.4668665844533353,0.3234451757070187
../data/JCIM_59_1269\Ephrin,0.568598462622959,0.5479417225444695,0.5420900490079421,0.5574755825283835,0.5481452671939646
../data/JCIM_59_1269\Ephrin,0.5604965140010082,0.6102249955884398,0.6078943267059382,0.5831428652658766,0.5861229731707744
../data/JCIM_59_1269\Ephrin,0.5860501120329076,0.5926717791772071,0.5607529565647661,0.555914168527702,0.5152338195393628
../data/JCIM_59_1269\Ephrin,0.5223144945905058,0.5370218829385743,0.5449246856115061,0.47379626482550885,0.4627454926750265
../data/JCIM_59_1269\Ephrin,0.6046582016535349,0.6523019303632992,0.6228905995079212,0.598715282127076,0.5629448366444569
../data/JCIM_59_1269\Ephrin,0.583676566104385,0.5977652163778876,0.5411572852298974,0.5674811004025572,0.5292193950001516
../data/JCIM_59_1269\Ephrin,0.49992038864089117,0.547304713663427,0.4941233994975788,0.4775766462874128,0.4443787240168291
../data/JCIM_59_1269\Ephrin,0.5673368125023237,0.5555457038201889,0.5445355093181341,0.443313130724333,0.526751355733216
../data/JCIM_59_1269\Ephrin,0.5107111029718708,0.5205296934063626,0.5059695900572649,0.4928778072930211,0.4065226166128415
../data/JCIM_59_1269\Ephrin,0.5688362871012786,0.5907233834913966,0.5954597395836687,0.5750921928184927,0.5826519318789867
../data/JCIM_59_1269\erbB1,0.6864959627193015,0.6790701337484777,0.6732732693891263,0.656185702414614,0.6199152217918587
../data/JCIM_59_1269\erbB1,0.6757561852604641,0.6926140365627826,0.665537950984538,0.6570539141687485,0.6136098035538311
../data/JCIM_59_1269\erbB1,0.7112897642785136,0.7062689923911901,0.7061519642117224,0.6977068428118871,0.6556430430334967
../data/JCIM_59_1269\erbB1,0.7026237886993174,0.7258619511441039,0.693291053274466,0.6729838005941697,0.6320186235618463
../data/JCIM_59_1269\erbB1,0.7122505659572234,0.7260776684651511,0.706361060775551,0.6844883197649589,0.631693828097129
../data/JCIM_59_1269\erbB1,0.7209303339494666,0.720948525727496,0.7038837266788747,0.6907268673266327,0.6600493323745695
../data/JCIM_59_1269\erbB1,0.7032732328656421,0.7161182965969457,0.6936246739996759,0.6863795891105322,0.6370093702067573
../data/JCIM_59_1269\erbB1,0.7220366439273715,0.6925896086572982,0.7049764026817941,0.7002631825589134,0.6386130102967085
../data/JCIM_59_1269\erbB1,0.6994232324631078,0.713946749920288,0.6967249401061989,0.6783766734082373,0.6414769541866944
../data/JCIM_59_1269\erbB1,0.7075743561499177,0.7371918859899008,0.7044535799988136,0.6727848410409364,0.6649671030781128
../data/JCIM_59_1269\Estrogen,0.7210459590436393,0.7258638226158085,0.6693490841887723,0.7014914050776004,0.7243471901402346
../data/JCIM_59_1269\Estrogen,0.7876343309673213,0.7821112732262702,0.749619209610086,0.7151568010825287,0.7709405913817262
../data/JCIM_59_1269\Estrogen,0.7573001547586923,0.7743723245730973,0.7496247083504948,0.7641002453704072,0.7448699703881336
../data/JCIM_59_1269\Estrogen,0.7336294357330971,0.7211348206576254,0.6720605585362616,0.6967891660931333,0.6747393767501406
../data/JCIM_59_1269\Estrogen,0.7116444744634733,0.7431428497604096,0.6904282124016097,0.7157382027801198,0.6945998001892564
../data/JCIM_59_1269\Estrogen,0.7129741492357814,0.7267129836517652,0.6897164257070786,0.740808395633488,0.6871509477312344
../data/JCIM_59_1269\Estrogen,0.7460080348128587,0.7672126176798032,0.74080563062065,0.7409020611367666,0.7473522644983988
../data/JCIM_59_1269\Estrogen,0.7529850304354309,0.7636142406024599,0.7357402805353674,0.752984313278217,0.7342451520617574
../data/JCIM_59_1269\Estrogen,0.6743293348020415,0.6854572427829677,0.6566693397772949,0.6933416880325245,0.72523937378569
../data/JCIM_59_1269\Estrogen,0.7414912232069579,0.7478908058299583,0.7082415167591772,0.742902983963258,0.7368783554891216
../data/JCIM_59_1269\Glucocorticoid,0.6141748158524291,0.5924137296864801,0.5670021787919369,0.5869836192535982,0.5566740890404127
../data/JCIM_59_1269\Glucocorticoid,0.6571026293432092,0.5825541922846825,0.5937480342141077,0.6078395252166573,0.649432587212075
../data/JCIM_59_1269\Glucocorticoid,0.6292901739000892,0.64340246874389,0.6355133408469213,0.5604756390515744,0.6452356251469071
../data/JCIM_59_1269\Glucocorticoid,0.5991232536050999,0.660610152243498,0.6531878565263023,0.6633082854286545,0.6455687697217414
../data/JCIM_59_1269\Glucocorticoid,0.6224661615059204,0.6064197026912403,0.5663851024764772,0.57975144774073,0.5924002016253311
../data/JCIM_59_1269\Glucocorticoid,0.5766263002706935,0.5808561570693517,0.6343553365641974,0.5926819554912022,0.5995711746206258
../data/JCIM_59_1269\Glucocorticoid,0.5364410853940804,0.5592720719641857,0.5679524624594625,0.5910008751956888,0.517567153525698
../data/JCIM_59_1269\Glucocorticoid,0.6949017903610109,0.6719565080574547,0.7094849502939566,0.6421615194687218,0.6370721813324443
../data/JCIM_59_1269\Glucocorticoid,0.6415204039336304,0.6241078742927876,0.6194172441620145,0.6411601654095648,0.6062474408005075
../data/JCIM_59_1269\Glucocorticoid,0.5786255942210639,0.6086895070930732,0.6472649210748722,0.5403251689830337,0.6193158348309171
../data/JCIM_59_1269\Glycogen,0.6142844551923496,0.5512282431424849,0.512356379661158,0.5076509004931492,0.5200286582435673
../data/JCIM_59_1269\Glycogen,0.5927074765183085,0.570564734125725,0.565627403825439,0.5055296052126097,0.4545761479522994
../data/JCIM_59_1269\Glycogen,0.5724746457340739,0.5450749515319416,0.5138979081202542,0.5230831228093493,0.5114096845344156
../data/JCIM_59_1269\Glycogen,0.6747048069201684,0.6020048991511735,0.6334157707108284,0.5630843934484276,0.5835802268437866
../data/JCIM_59_1269\Glycogen,0.5903742637258832,0.5636675421830737,0.5560668122683483,0.5375070436735834,0.5003262782879343
../data/JCIM_59_1269\Glycogen,0.5803628929473514,0.6036795009134003,0.5899552679214712,0.5520082956027106,0.5395900958875803
../data/JCIM_59_1269\Glycogen,0.533582592506933,0.57307060348911,0.5093798873282482,0.5088942018341516,0.5037659660589492
../data/JCIM_59_1269\Glycogen,0.5815090057408027,0.6173830268168219,0.5833758912787366,0.5709271055298535,0.5361410014976311
../data/JCIM_59_1269\Glycogen,0.602306929216351,0.5691180868863789,0.578579699583679,0.5355905146481958,0.5827492797439707
../data/JCIM_59_1269\Glycogen,0.5096738024332146,0.4980466734608676,0.46128657632637693,0.447482075400786,0.3968583232910352
../data/JCIM_59_1269\HERG,0.5508876717554256,0.5409287000158862,0.5587159636668746,0.5444386762160653,0.5307859894921254
../data/JCIM_59_1269\HERG,0.5288264889445681,0.5290384487818953,0.5331536952564158,0.4859335091652891,0.45612953629288955
../data/JCIM_59_1269\HERG,0.5066150966599323,0.4871894194670523,0.50242316049035,0.4940581204236406,0.4534252060699856
../data/JCIM_59_1269\HERG,0.5801726266257985,0.5690932703775917,0.574958431801329,0.5113692841934823,0.5084419882911227
../data/JCIM_59_1269\HERG,0.539610136725639,0.5295792958926822,0.5334780837435812,0.5116160953794542,0.4954090068679865
../data/JCIM_59_1269\HERG,0.5000734328765977,0.565672005524217,0.5245615509264334,0.5254888514161604,0.4931006683392598
../data/JCIM_59_1269\HERG,0.5640120896374022,0.5613325848648592,0.5806688569036631,0.5421392680589543,0.52427559675189
../data/JCIM_59_1269\HERG,0.4886157868047607,0.5094185189489095,0.5168435016361081,0.47984373951962545,0.4761122206388082
../data/JCIM_59_1269\HERG,0.5413163925803313,0.5351651017799978,0.5659686041402532,0.536946442658091,0.5385967004559902
../data/JCIM_59_1269\HERG,0.6022528254868302,0.5693005846928026,0.5712848928468365,0.5571138211309812,0.5552521898191773
../data/JCIM_59_1269\JAK2,0.6949192407040354,0.7104873009368882,0.6993080961165319,0.6259691623963053,0.5912998925472038
../data/JCIM_59_1269\JAK2,0.6616978182084556,0.6612680585808548,0.6402027215433261,0.6080078796316084,0.5947280217660496
../data/JCIM_59_1269\JAK2,0.6430208273765756,0.6168966280524453,0.6530772975715793,0.5888294842229556,0.5973737169240472
../data/JCIM_59_1269\JAK2,0.6474086425638148,0.625378509929093,0.6073357056096891,0.5857219462117842,0.5706315883355821
../data/JCIM_59_1269\JAK2,0.7030163198404631,0.6654404819141322,0.6682566542833931,0.6121806478122223,0.5743854604104055
../data/JCIM_59_1269\JAK2,0.7242508370778213,0.7100911401370661,0.6877742985709054,0.6537453343984723,0.6037610043398386
../data/JCIM_59_1269\JAK2,0.6703808636198212,0.6959812658156392,0.6734171953602945,0.6179295627245864,0.568455996053259
../data/JCIM_59_1269\JAK2,0.6172806123342748,0.6826846104742876,0.6456428602091842,0.6114065950255404,0.5408640444708468
../data/JCIM_59_1269\JAK2,0.6344514889860208,0.6363285641319372,0.6126258813486594,0.5993710884617768,0.4855678631610385
../data/JCIM_59_1269\JAK2,0.6546457786665569,0.6376758355521912,0.626378806566008,0.6099297286253773,0.5585392581483454
../data/JCIM_59_1269\LCK,0.6303326070031336,0.6409543209806448,0.632686941267412,0.5790910820214328,0.48816492938243183
../data/JCIM_59_1269\LCK,0.6136568106839856,0.619253640817665,0.5661653506909523,0.574023723956513,0.5506448974200375
../data/JCIM_59_1269\LCK,0.5723331582978513,0.5559258859629346,0.6002030645466818,0.5326820024822297,0.5170148062268864
../data/JCIM_59_1269\LCK,0.4851263453765843,0.5594856047055057,0.5628619122279281,0.4572361901381491,0.47916511716564936
../data/JCIM_59_1269\LCK,0.5871780555138835,0.5752950540021293,0.5405503427093803,0.5274614888743752,0.5124347588118245
../data/JCIM_59_1269\LCK,0.5114054088448086,0.59950137198391,0.5719674171950431,0.449214956887955,0.5184623031879658
../data/JCIM_59_1269\LCK,0.5902868027375127,0.6456886385644147,0.5859509156870131,0.5900745786068513,0.541195245515392
../data/JCIM_59_1269\LCK,0.6193567406591374,0.6495885533394854,0.6263135448280027,0.610259255393116,0.5742786382535614
../data/JCIM_59_1269\LCK,0.6068641195812341,0.6367643604393121,0.5681819516914866,0.5984204254364844,0.5849232062448331
../data/JCIM_59_1269\LCK,0.5369216950957246,0.5783218760790294,0.5519905904675912,0.534947599004822,0.4823901309463584
../data/JCIM_59_1269\Monoamine,0.6399306135259071,0.5493105585998251,0.6374251512081865,0.6162753996347262,0.6026795513182945
../data/JCIM_59_1269\Monoamine,0.6257340273427847,0.5760541702322849,0.6075980544561063,0.5659956867625664,0.5848853297255687
../data/JCIM_59_1269\Monoamine,0.6035787748338504,0.5775421183900818,0.5820797052131503,0.5213211337403703,0.5444361991012944
../data/JCIM_59_1269\Monoamine,0.6107835310655036,0.5738020134598156,0.6270815698544383,0.6056576022727488,0.5780074340781509
../data/JCIM_59_1269\Monoamine,0.5098077267733638,0.4961237057005653,0.49345921584688013,0.5209125067803738,0.43958527889289034
../data/JCIM_59_1269\Monoamine,0.5837475575092405,0.5426183261135287,0.569257130137029,0.5484442732223256,0.4882126787933926
../data/JCIM_59_1269\Monoamine,0.5490547742545298,0.4841214046195802,0.535005796588782,0.5548614205663294,0.5299674339319828
../data/JCIM_59_1269\Monoamine,0.5856098837082928,0.5359324349958055,0.6072176269918339,0.5137674535412194,0.5318521405565484
../data/JCIM_59_1269\Monoamine,0.4885482950171973,0.46530000220087564,0.4733408806677406,0.41589012019284666,0.46490197431445335
