dataset,ecfp,fcfp,topo,ap,maccs
../data/JCIM_59_1269\Monoamine,0.5975374599010055,0.47348544219513244,0.5944359176345864,0.589613459421906,0.5298221777884367
../data/JCIM_59_1269\opioid,0.615255342534903,0.584620362712702,0.6383950202022567,0.5097237739166465,0.5617544530601326
../data/JCIM_59_1269\opioid,0.6743404975763648,0.6866073906265509,0.6546868473049328,0.5797918823363917,0.6235376737161178
../data/JCIM_59_1269\opioid,0.6786928299019361,0.7293018435841414,0.7037124365746517,0.6571567574180068,0.6084987021204349
../data/JCIM_59_1269\opioid,0.7213791702283072,0.6336178682367176,0.6547326047861118,0.6350089936574019,0.5222971625604855
../data/JCIM_59_1269\opioid,0.6991042238738423,0.6967989049267524,0.6753221250898551,0.6113080261530026,0.5812945519653906
../data/JCIM_59_1269\opioid,0.7017796106766412,0.6056608229211728,0.6629772850944635,0.6354982839770406,0.6204652053432007
../data/JCIM_59_1269\opioid,0.6576594116776571,0.6720068748710974,0.6732228952663561,0.6471063110556425,0.5991737993288178
../data/JCIM_59_1269\opioid,0.6762161295282114,0.6500166023729075,0.6849699344094686,0.5959005525185093,0.5866733272339693
../data/JCIM_59_1269\opioid,0.6829504134669223,0.6825073215045434,0.6854541494606852,0.6714895733173398,0.6120753069149937
../data/JCIM_59_1269\opioid,0.5947552056710035,0.6467000576955437,0.6385964335677059,0.5497714581922273,0.5660956761838551
../data/JCIM_59_1269\Vanilloid,0.47075935645096045,0.48324061273714924,0.4729563038927391,0.471772024443209,0.41033085041701134
../data/JCIM_59_1269\Vanilloid,0.4089392765245834,0.41245699050616413,0.4098778761218883,0.46137538694167657,0.400121797117467
../data/JCIM_59_1269\Vanilloid,0.44713739861130475,0.41006117561750943,0.4260076201873657,0.4129503977650907,0.3496276790061641
../data/JCIM_59_1269\Vanilloid,0.42528414807226333,0.3867246473320628,0.44552335530218967,0.3982889522087054,0.4085031947966963
../data/JCIM_59_1269\Vanilloid,0.42548715502831036,0.3755282776261357,0.4226964018490743,0.38230697251953205,0.35634341721459484
../data/JCIM_59_1269\Vanilloid,0.5383738422108691,0.48991059615006716,0.5123082743481537,0.5389777833399114,0.4458629675153982
../data/JCIM_59_1269\Vanilloid,0.4055593140262638,0.3748881294153157,0.40298566323887863,0.37742523087040847,0.37329718271850365
../data/JCIM_59_1269\Vanilloid,0.47571527741814335,0.4485428105569599,0.4762118426064895,0.49429559356411346,0.3726848273421507
../data/JCIM_59_1269\Vanilloid,0.46612572370930283,0.35500431465548155,0.4363843057810777,0.42100250936291217,0.39766164320062136
../data/JCIM_59_1269\Vanilloid,0.45276440493394576,0.43913285833445115,0.42480035791846593,0.41220518400469086,0.3717636976493911
