,year,Hydroxy to chloro,Carboxy to carbamoyl,Carboxylic acid to acid chloride,Oxo to hydroxyimino,Cyano to carbamoyl,Carboxy ester to carbamoyl,Bromo to cyano,Pyridone to chloropyridine,Hydroxy to bromo,Chloro to amino,Azido to amino,Deoxygenation,Oxo to thioxo,Dechlorination,Carbamoyl to cyano,Cyano to carboxy
22,1998.0,12.131147541,3.93442622951,7.86885245902,4.75409836066,1.96721311475,1.96721311475,2.95081967213,2.29508196721,3.44262295082,2.13114754098,4.09836065574,4.09836065574,2.62295081967,2.7868852459,1.6393442623,1.80327868852
23,1999.0,11.1594202899,4.05797101449,9.85507246377,4.49275362319,1.73913043478,2.31884057971,2.31884057971,2.60869565217,5.21739130435,2.31884057971,2.89855072464,3.04347826087,1.73913043478,2.02898550725,2.60869565217,1.73913043478
24,2000.0,9.72222222222,5.55555555556,7.77777777778,4.86111111111,1.94444444444,2.91666666667,1.94444444444,2.08333333333,4.02777777778,1.94444444444,3.33333333333,2.36111111111,4.02777777778,2.08333333333,2.36111111111,2.5
25,2001.0,8.97666068223,2.96229802513,6.19389587074,5.38599640934,3.05206463196,5.02692998205,2.06463195691,6.19389587074,4.66786355476,4.66786355476,1.88509874327,2.24416517056,3.59066427289,1.6157989228,1.16696588869,2.4236983842
26,2002.0,11.4149821641,4.04280618312,5.88585017836,6.53983353151,3.62663495838,2.5564803805,2.37812128419,3.38882282996,3.8049940547,2.14030915577,2.91319857313,2.73483947681,4.10225921522,1.78359096314,1.78359096314,1.3079667063
27,2003.0,8.6809470124,5.91882750846,4.73506200676,5.4114994363,2.31116121759,3.60766629087,3.55129650507,3.60766629087,2.36753100338,2.98759864713,3.55129650507,4.62232243517,2.198421646,1.86020293123,1.63472378805,1.91657271702
28,2004.0,12.1368881815,7.24233983287,5.37206526064,3.3028253084,2.70592916832,2.78551532033,3.26303223239,3.78034222045,3.26303223239,2.18861918026,3.46199761242,4.1384799045,1.91006764823,2.58654994031,3.02427377636,2.82530839634
29,2005.0,9.81443298969,4.90721649485,5.60824742268,4.49484536082,2.59793814433,2.39175257732,3.58762886598,3.71134020619,2.30927835052,2.26804123711,6.18556701031,3.83505154639,1.36082474227,2.18556701031,1.9381443299,2.35051546392
30,2006.0,8.53741496599,6.59863945578,4.42176870748,3.91156462585,3.4693877551,3.53741496599,3.60544217687,3.87755102041,2.24489795918,2.89115646259,3.09523809524,4.79591836735,2.44897959184,1.97278911565,3.02721088435,2.14285714286
31,2007.0,8.55969677827,5.71699305117,5.05369551485,4.32722678459,2.87428932407,2.87428932407,4.01137081491,4.83259633607,3.44283006949,4.07454200884,2.05306380291,3.69551484523,1.80037902716,1.80037902716,2.40050536955,2.02147820594
32,2008.0,10.3687362118,5.45225338796,5.60983296565,3.56129845572,4.50677592184,2.39520958084,3.40371887803,4.4752600063,3.56129845572,2.48975732745,2.74188465175,2.04853450993,2.45824141191,3.30917113142,1.57579577687,2.30066183423
33,2009.0,8.63241848464,7.99906169364,4.36312456017,3.07295331926,2.88529204785,4.03471733521,3.21369927281,3.68285245133,2.04081632653,4.64461646728,3.33098756744,1.38400187661,2.32230823364,2.83837673,3.11986863711,2.41613886934
34,2010.0,7.45018115942,6.81612318841,4.86865942029,3.41938405797,3.30615942029,3.53260869565,4.39311594203,2.98913043478,4.95923913043,1.8115942029,1.99275362319,3.30615942029,1.94746376812,2.01539855072,3.07971014493,2.3777173913
35,2011.0,6.61805945036,7.85193494111,4.54290521593,4.23443634324,3.56141334829,3.36511497476,4.17835109366,3.11273135165,3.33707234997,2.07515423444,2.52383623107,3.58945597308,2.77621985418,2.21536735838,2.4397083567,1.99102636007
36,2012.0,6.97266114873,6.87233508904,4.23877602207,9.02934537246,5.04138449962,2.38274391773,3.63681966391,2.83421118636,3.76222723853,3.48633057437,1.7055430148,1.37948332079,3.13518936544,2.15701028342,1.68046149987,1.65537998495
37,2013.0,8.55421686747,6.35542168675,3.94578313253,4.27710843373,5.09036144578,4.24698795181,3.61445783133,4.21686746988,2.98192771084,1.47590361446,2.59036144578,2.8313253012,1.35542168675,2.40963855422,1.89759036145,1.74698795181
38,2014.0,7.09526982012,6.86209193871,5.36309127249,2.59826782145,4.23051299134,2.6982011992,4.83011325783,2.29846768821,2.73151232512,2.96469020653,1.93204530313,0.966022651566,1.99866755496,2.03197868088,2.09860093271,1.99866755496
39,2015.0,6.88491393858,8.40364495444,2.76746540668,2.86871414107,5.23118461019,9.34863314209,3.37495781303,2.59871751603,2.59871751603,2.59871751603,1.75497806277,0.944988187648,1.55248059399,1.41748228147,1.8899763753,1.4512318596
